date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2022-12-07 00:00:00,3.3,-3,6,0,,,6.7,18.5,1022.2,192
2022-12-08 00:00:00,0.1,-5,6,0,,,3.6,14.8,1012.3,198
2022-12-09 00:00:00,0,-5,3,0,,,6.2,18.5,1009.7,334
2022-12-10 00:00:00,0.4,-4,3,0,,,2.7,16.7,1010.4,145
2022-12-11 00:00:00,-0.2,-3,1.7,0,,,2.9,16.7,1007.8,91
2022-12-12 00:00:00,-1.3,-5,1.1,0,,,7.6,27.8,1008.2,70
2022-12-13 00:00:00,1.4,-1,3,0.7,,,15.4,37,1004.5,13
2022-12-14 00:00:00,0.2,-1,1,0.5,,,16.7,40.8,1005.6,56
2022-12-15 00:00:00,-1.5,-6,2,0,,,11.7,27.8,1012.2,413
2022-12-16 00:00:00,-2.3,-7,3,0,,,4.9,16.7,1018.6,264
2022-12-17 00:00:00,1.1,-6,7,0,,,6.8,22.2,1020.5,55
2022-12-18 00:00:00,8,2,13.3,23.6,,,24.9,50,1010.4,1
2022-12-19 00:00:00,13.6,13,14,12.3,,,30.1,59.3,1002.9,0
2022-12-20 00:00:00,9.3,6,13,4.6,,,13.2,35.2,1006.8,219
2022-12-21 00:00:00,8.6,4,12,0.5,,,11.5,29.6,1005.2,68
2022-12-22 00:00:00,10,5,13,8.9,,,11.7,35.2,1003.3,6
2022-12-23 00:00:00,11.2,8.9,13,4.4,,,15.3,55.5,1002.6,133
2022-12-24 00:00:00,9.3,4,12,0.1,,,15.4,35.2,1008.4,70
2022-12-25 00:00:00,10.4,9.6,11.2,1.1,,,16.6,35.2,1006.3,15
2022-12-26 00:00:00,6.7,2,9.7,0.2,,,16.4,44.5,1017.5,239
2022-12-27 00:00:00,8.5,5,11,8.7,,,21.6,53.7,1018.3,0
2022-12-28 00:00:00,10.9,10,13,11.6,,,27.6,59.3,1001,1
2022-12-29 00:00:00,8,6,10,0.9,,,23.8,66.7,1002.1,68
2022-12-30 00:00:00,11.1,8.9,14,11.2,,,25.4,50,995,21
2022-12-31 00:00:00,12,10,13.1,10.5,,,22.1,55.5,998.1,0
2023-01-01 00:00:00,9.7,8,12,1.8,,,16.8,44.5,1006.9,32
2023-01-02 00:00:00,6.3,2,10,0.5,,,6.4,20.4,1017,307
2023-01-03 00:00:00,11,7.5,13,13.3,,,23.4,57.4,1016.3,1
2023-01-04 00:00:00,12.9,11,14,2.7,,,25.5,57.4,1017.1,11
2023-01-05 00:00:00,12.1,11,14,1.6,,,21.8,48.2,1018.7,9
2023-01-06 00:00:00,9.9,7,12.3,5.1,,,19.1,53.7,1012.3,37
2023-01-07 00:00:00,10.3,7,12.5,15.7,,,27.5,59.3,997.1,71
2023-01-08 00:00:00,7.8,6,9,1.2,,,20.9,51.8,991.5,54
2023-01-09 00:00:00,7.2,4,9,0,,,22.9,53.7,1005.3,244
2023-01-10 00:00:00,10.9,4,14,6.6,,,22.9,57.4,1007.4,0
2023-01-11 00:00:00,9.5,6,11,5.6,,,26.2,68.5,1010.3,51
2023-01-12 00:00:00,10.9,8,12,11.6,,,28.2,72.2,1005.5,54
2023-01-13 00:00:00,8.7,7,10,0.3,,,23.6,63,1011.8,169
2023-01-14 00:00:00,9.5,6.3,13,17.8,,,27.2,63,1001.3,15
2023-01-15 00:00:00,5.6,4,7,4.1,,,20.1,61.1,999.4,110
2023-01-16 00:00:00,3.6,-2,6,10.1,,,14.3,33.3,988.7,325
2023-01-17 00:00:00,0.4,-2,4,0.1,,,9.8,31.5,990.1,146
2023-01-18 00:00:00,1.8,-3,5,0,,,10.4,27.8,1001.2,202
2023-01-19 00:00:00,2,-2,7,0,,,6.1,18.5,1009.7,272
2023-01-20 00:00:00,0.1,-5,7,0,,,3,13,1021.3,310
2023-01-21 00:00:00,0,-6,6,0,,,5.9,18.5,1031.7,249
2023-01-22 00:00:00,2.9,-1,7,0,,,6.4,18.5,1034.2,61
2023-01-23 00:00:00,1.6,-3,8,0,,,4.4,14.8,1036.6,113
2023-01-24 00:00:00,-0.6,-6,6,0,,,3.9,16.7,1039,347
2023-01-25 00:00:00,2.5,-3,8,0.2,,,5.5,24.1,1034,36
2023-01-26 00:00:00,5.1,2,8,0,,,12.5,31.5,1032.1,260
2023-01-27 00:00:00,4.2,3,5,0,,,10.2,27.8,1032,103
2023-01-28 00:00:00,3.2,-1,6.1,0,,,3.6,14.8,1033,255
2023-01-29 00:00:00,7.2,3,11,0.1,,,12,37,1028.4,19
2023-01-30 00:00:00,7.3,3,10,0,,,11.6,35.2,1027.7,201
2023-01-31 00:00:00,7.5,2,11,0,,,14.8,35.2,1027.8,95
2023-02-01 00:00:00,8.4,6,11,0,,,16.1,42.6,1028.4,179
2023-02-02 00:00:00,9.6,8,12,0.2,,,14.6,44.5,1030,62
2023-02-03 00:00:00,9.7,8.7,12,0,,,14.3,37,1034.2,116
2023-02-04 00:00:00,8.9,8,10,0,,,9.2,25.9,1039.1,109
2023-02-05 00:00:00,6.2,3.1,9.1,0,,,8,25.9,1045,254
2023-02-06 00:00:00,2.8,-3,9,0,,,6.2,18.5,1041.2,305
2023-02-07 00:00:00,1.4,-2,9,0,,,4.5,16.7,1038.2,352
2023-02-08 00:00:00,0.9,-6,8,0,,,6.4,20.4,1033.8,330
2023-02-09 00:00:00,4.7,-1,10,0,,,6,18.5,1033.3,243
2023-02-10 00:00:00,3.9,-5,10,0,,,3.4,27.8,1037.6,143
2023-02-11 00:00:00,7.7,5,11,0,,,3.6,18.5,1037.2,136
2023-02-12 00:00:00,7.3,5.3,9,0,,,11.6,29.6,1035.6,214
2023-02-13 00:00:00,6.4,2,10,0,,,11,27.8,1032,293
2023-02-14 00:00:00,5.9,0,12,0,,,8.7,25.9,1028.4,337
2023-02-15 00:00:00,7.8,2,14,1,,,10.1,31.5,1022.6,199
2023-02-16 00:00:00,11.3,8,14,0.9,,,13.4,44.5,1020.6,21
2023-02-17 00:00:00,12.5,11,15,0,,,19.6,51.8,1024.4,12
2023-02-18 00:00:00,11.6,10,14,0,,,23.8,55.5,1024.3,7
2023-02-19 00:00:00,9.4,6,13,0,,,13.7,33.3,1028.7,222
2023-02-20 00:00:00,9.7,6,14,0,,,10.7,35.2,1025.6,79
2023-02-21 00:00:00,7,6,9,0.7,,,6.1,16.7,1017.5,149
2023-02-22 00:00:00,6.8,4,9,0,,,14.1,31.5,1013.6,223
2023-02-23 00:00:00,5,1,8,1.1,,,14.6,42.6,1019.1,88
2023-02-24 00:00:00,5.7,-2,11,0,,,9.6,25.9,1015.1,71
2023-02-25 00:00:00,4.3,0,7,0,,,14.6,38.9,1018.3,208
2023-02-26 00:00:00,4.4,1,8,0,,,17.6,40.8,1027.1,261
2023-02-27 00:00:00,4.2,-2,8,0,,,13.5,37,1031.8,279
2023-02-28 00:00:00,5,0,9,0,,,17.2,35.2,1033,145
2023-03-01 00:00:00,5.6,3.4,7,0.1,,,14.4,35.2,1029.3,63
2023-03-02 00:00:00,4.7,0,8,0,,,11.2,29.6,1025.8,328
2023-03-03 00:00:00,3.4,-1,7,0,,,10.4,29.6,1029.4,202
2023-03-04 00:00:00,4.4,2.2,5,0,,,9.7,24.1,1030.2,195
2023-03-05 00:00:00,4,0.9,6,0,,,6.8,20.4,1020.6,135
2023-03-06 00:00:00,5.5,0,9,0,,,11.4,42.6,1008,97
2023-03-07 00:00:00,4.8,3,7,0.5,,,10.2,38.9,999.8,94
2023-03-08 00:00:00,3.1,2,4,17.6,,,14,38.9,988.2,0
2023-03-09 00:00:00,8.2,3,13,5.7,,,13.3,37,987.9,2
2023-03-10 00:00:00,5.9,3,10,0.2,,,16,40.8,1000.2,136
2023-03-11 00:00:00,6,2.8,10,1.5,,,16.8,42.6,1007,11
2023-03-12 00:00:00,10.7,9,13,4.5,,,23,51.8,1006,39
2023-03-13 00:00:00,11.8,9,14,5.9,,,33.8,63,990.6,147
2023-03-14 00:00:00,7.3,4,11,0,,,18.8,40.8,1007,443
2023-03-15 00:00:00,6.5,1,10,6.8,,,12.3,38.9,1013.6,45
2023-03-16 00:00:00,10.1,9.6,11,4.2,,,20.1,40.8,1003.9,0
2023-03-17 00:00:00,10.9,8.9,14,14.7,,,17.3,38.9,1001.6,95
2023-03-18 00:00:00,10.9,8.1,14,3.2,,,11.9,27.8,1006.1,173
2023-03-19 00:00:00,8.5,5.3,13,0,,,13.1,33.3,1017.8,363
2023-03-20 00:00:00,10.7,9.1,12,8.9,,,16.5,37,1015.8,0
2023-03-21 00:00:00,11.6,9,15,2.3,,,22.6,51.8,1007.6,143
2023-03-22 00:00:00,11.5,10,14,8.4,,,23.8,55.5,998.3,200
2023-03-23 00:00:00,10.1,7.7,13,4.7,,,18.5,48.2,995.9,148
2023-03-24 00:00:00,9.5,6,14,4,,,18.8,51.8,998.3,182
2023-03-25 00:00:00,10.2,7.2,14,6.9,,,25.9,61.1,1005.3,244
2023-03-26 00:00:00,8.5,5,11,3,,,13.5,33.3,1007.4,81
2023-03-27 00:00:00,7.7,3.9,11,0.5,,,11.4,24.1,1023.9,269
2023-03-28 00:00:00,9.4,8,12,7.3,,,19.8,44.5,1016,6
2023-03-29 00:00:00,11.6,10,13,8.9,,,18.6,42.6,1006.9,0
2023-03-30 00:00:00,12,9.7,15,8,,,23.6,48.2,1002,135
2023-03-31 00:00:00,10.8,9.8,12,15,,,34.8,68.5,991.3,1
2023-04-01 00:00:00,10.4,8,13,0.8,,,22,46.3,1008.7,113
2023-04-02 00:00:00,8.7,4,12,0,,,12.3,25.9,1026.1,248
2023-04-03 00:00:00,6.6,2,10,0,,,11.6,31.5,1028.7,504
2023-04-04 00:00:00,5.5,-1,11,0,,,9.2,20.4,1026.7,583
2023-04-05 00:00:00,8,4,10,4.3,,,8.2,25.9,1020.4,17
2023-04-06 00:00:00,10.6,6,14,0.1,,,16.8,40.8,1016.4,400
2023-04-07 00:00:00,8,0,14,0,,,7.9,16.7,1021.4,576
2023-04-08 00:00:00,8.1,0,13,0,,,11.2,33.3,1024.1,364
2023-04-09 00:00:00,10.4,7,13,1.8,,,16.8,38.9,1019.3,333
2023-04-10 00:00:00,12,8.4,15,4.3,,,25.8,63,1011,279
2023-04-11 00:00:00,8.7,5,11,13.8,,,21.8,50,1008.1,66
2023-04-12 00:00:00,7.4,5,10,8,,,30.8,79.6,994.9,187
2023-04-13 00:00:00,8.8,5.9,13,0.9,,,17.3,53.7,1004,495
2023-04-14 00:00:00,8.1,6,10,8.9,,,17.9,37,1002.6,50
2023-04-15 00:00:00,9.3,2,15,0,,,9,20.4,1019.4,583
2023-04-16 00:00:00,11,8,14,0,,,8.8,22.2,1025.8,202
2023-04-17 00:00:00,11.6,8.3,14,0,,,4.5,20.4,1026.8,142
2023-04-18 00:00:00,10.4,6,15,1,,,17.1,38.9,1026.4,365
2023-04-19 00:00:00,11.1,7,16,1.7,,,18,44.5,1022.6,195
2023-04-20 00:00:00,10.3,4,16,0,,,20.5,40.8,1020.2,684
2023-04-21 00:00:00,7.4,3,11,1,,,13,33.3,1012.5,299
2023-04-22 00:00:00,6.8,1,12,4.7,,,10.6,27.8,1003.9,70
2023-04-23 00:00:00,9.5,6,13,1.8,,,11.1,29.6,1002.8,272
2023-04-24 00:00:00,8.7,4,13,4.7,,,10.5,29.6,1010.4,295
2023-04-25 00:00:00,7.7,2.7,11,0,,,10.4,27.8,1017.8,459
2023-04-26 00:00:00,9.4,6,12,0,,,13.9,31.5,1015.9,103
2023-04-27 00:00:00,11.1,8.8,13,6.3,,,15.3,35.2,1011.6,11
2023-04-28 00:00:00,13.5,10,17,0,,,13.5,37,1013.1,223
2023-04-29 00:00:00,10.8,7,15,0,,,8.3,20.4,1020.2,237
2023-04-30 00:00:00,11.5,10,14,4.4,,,7.6,22.2,1020.4,87
2023-05-01 00:00:00,13.3,10,19,0,,,13.4,29.6,1019.9,368
2023-05-02 00:00:00,11.6,6,16,0,,,10.1,25.9,1025.1,441
2023-05-03 00:00:00,12.5,9,16,0,,,16.7,44.5,1022.3,408
2023-05-04 00:00:00,12.6,10,15,2.7,,,19.5,37,1011.9,72
2023-05-05 00:00:00,13.5,12,16,4.6,,,17.7,37,1012.5,156
2023-05-06 00:00:00,14.2,12,19,5.3,,,13.6,29.6,1011.2,31
2023-05-07 00:00:00,14,10.3,18,0,,,8.9,27.8,1018,310
2023-05-08 00:00:00,12.9,11,15,21,,,13.8,35.2,1017.6,1
2023-05-09 00:00:00,12.9,11,16,13.6,,,10.2,35.2,1012.2,35
2023-05-10 00:00:00,12.7,10,16,0.2,,,13.9,46.3,1014.8,315
2023-05-11 00:00:00,12.3,9,16,0.4,,,10,29.6,1016.7,411
2023-05-12 00:00:00,12.7,6,18,0.1,,,16.4,37,1022.9,283
2023-05-13 00:00:00,14.2,10,19,0,,,12.6,33.3,1025.7,630
2023-05-14 00:00:00,13.1,8,20,0.3,,,8.4,27.8,1021.6,434
2023-05-15 00:00:00,12.5,9,16,0.1,,,15.8,31.5,1022.1,541
2023-05-16 00:00:00,11.9,4,18,0,,,10.1,25.9,1026.6,648
2023-05-17 00:00:00,12.7,5,19,0,,,6.6,22.2,1029,530
2023-05-18 00:00:00,14.4,9.6,20,0,,,8.9,22.2,1028.3,387
2023-05-19 00:00:00,13.5,8,19,0.3,,,10.1,24.1,1027.3,526
2023-05-20 00:00:00,14.5,10,20,0,,,12.4,35.2,1025.2,681
2023-05-21 00:00:00,14.8,9.1,20,0,,,13.9,31.5,1022.4,726
2023-05-22 00:00:00,15,6,22,0,,,13.2,31.5,1022.5,755
2023-05-23 00:00:00,14.4,8,19,0,,,8.8,25.9,1026.6,406
2023-05-24 00:00:00,15.4,7,22,0,,,9.5,24.1,1026.5,654
2023-05-25 00:00:00,15.7,10,21,0,,,12.9,27.8,1028.7,556
2023-05-26 00:00:00,15,9,21,0,,,11.8,33.3,1029.8,811
2023-05-27 00:00:00,14.8,6,22,0,,,8.7,27.8,1025.6,835
2023-05-28 00:00:00,17.1,10.3,23,0,,,14.7,35.2,1022.6,648
2023-05-29 00:00:00,14.7,10,19,0,,,19,40.8,1026.1,715
2023-05-30 00:00:00,14.6,7.8,21,0,,,20.9,38.9,1027.8,764
2023-05-31 00:00:00,14.9,11.8,21,0,,,18.4,37,1025.6,382
2023-06-01 00:00:00,15.5,11,22,0,,,16.3,35.2,1023.7,723
2023-06-02 00:00:00,14,9,20,0,,,15.2,33.3,1023.5,606
2023-06-03 00:00:00,15.6,8,22,0,,,13.6,33.3,1022.4,709
2023-06-04 00:00:00,17.6,10.2,24,0,,,13.5,35.2,1022.6,862
2023-06-05 00:00:00,15.8,10,22,0,,,13.3,31.5,1022.9,820
2023-06-06 00:00:00,14.7,9,20,0,,,15.8,33.3,1022.3,588
2023-06-07 00:00:00,16.4,9,24,0,,,13.8,38.9,1019.8,709
2023-06-08 00:00:00,17.6,11.8,24,0,,,16.9,42.6,1015.6,603
2023-06-09 00:00:00,19.4,14,27,0,,,15.6,37,1011.4,357
2023-06-10 00:00:00,18.7,16,23,3.1,,,7.8,25.9,1012.4,203
2023-06-11 00:00:00,19.1,13,26,0.3,,,9.2,22.2,1014.8,216
2023-06-12 00:00:00,19.2,15.8,24,2.1,,,11.1,22.2,1014.7,268
2023-06-13 00:00:00,21.9,14,30,0,,,9.2,25.9,1013.3,703
2023-06-14 00:00:00,21.1,13,28,0,,,9.6,27.8,1016.6,807
2023-06-15 00:00:00,20.6,12.9,28,0,,,9.2,22.2,1019.4,770
2023-06-16 00:00:00,19,12,25,0,,,9.6,29.6,1018.3,594
2023-06-17 00:00:00,18.5,14,24,5.4,,,7.6,25.9,1013.3,279
2023-06-18 00:00:00,18.6,13.7,22,0.5,,,7.5,27.8,1008.8,227
2023-06-19 00:00:00,18.7,15,23,0.7,,,15.2,35.2,1009.6,501
2023-06-20 00:00:00,17.6,14,23,17.6,,,9.6,27.8,1008.3,365
2023-06-21 00:00:00,17.3,11,22,0.9,,,10.5,29.6,1015.5,410
2023-06-22 00:00:00,19.5,14,26,0.3,,,9.7,31.5,1020.3,706
2023-06-23 00:00:00,18.4,11,24,0,,,11.7,35.2,1024,431
2023-06-24 00:00:00,20.8,15,25,0,,,11.8,29.6,1022.4,530
2023-06-25 00:00:00,20.3,15,27,0.2,,,15.5,51.8,1014.5,627
2023-06-26 00:00:00,17.8,12,23,0.1,,,13.6,44.5,1021.2,460
2023-06-27 00:00:00,18,13,22,0.2,,,11.8,38.9,1021.3,139
2023-06-28 00:00:00,19.8,17,25,0.5,,,11.1,35.2,1017.7,128
2023-06-29 00:00:00,17.6,13,22,0.7,,,14.7,33.3,1017.9,631
2023-06-30 00:00:00,16.1,9,20,1.4,,,11.9,48.2,1012.4,23
2023-07-01 00:00:00,18.2,15,23,0.1,,,19.1,50,1009,482
2023-07-02 00:00:00,16.5,11.7,21,0,,,15.6,50,1013.7,388
2023-07-03 00:00:00,16.2,12,21,0.6,,,19.3,63,1013.1,322
2023-07-04 00:00:00,13.8,10,18,16.4,,,9.6,40.8,1010.6,98
2023-07-05 00:00:00,15.4,10,20,1.2,,,14.6,48.2,1013.2,514
2023-07-06 00:00:00,16.2,13.3,20,0,,,17.6,40.8,1015.3,435
2023-07-07 00:00:00,18.9,12,24,0,,,17.1,38.9,1013.1,721
2023-07-08 00:00:00,19.1,16,22,2.1,,,14.7,33.3,1013.1,324
2023-07-09 00:00:00,18,15,22,2.5,,,16.7,37,1018.2,371
2023-07-10 00:00:00,16.7,13,20,15.1,,,19.5,44.5,1017,53
2023-07-11 00:00:00,17.6,14,21,5.6,,,19,44.5,1010,198
2023-07-12 00:00:00,17.2,13,22,0.9,,,16.1,51.8,1013.1,390
2023-07-13 00:00:00,17.2,13.4,22,0.6,,,13.4,42.6,1016.6,356
2023-07-14 00:00:00,16.2,14,19,21.9,,,22.9,46.3,1005,71
2023-07-15 00:00:00,16.5,14,19,7.9,,,26.2,57.4,999.9,262
2023-07-16 00:00:00,16,13.2,19,2.2,,,19,48.2,1010.3,300
2023-07-17 00:00:00,16.5,11,22,0.4,,,12.6,44.5,1018.3,509
2023-07-18 00:00:00,16.2,11.8,21,0,,,10.5,31.5,1017.9,189
2023-07-19 00:00:00,18.4,14,23,0,,,13.6,33.3,1016.6,492
2023-07-20 00:00:00,16.3,11.3,21,0.8,,,9,27.8,1016.5,579
2023-07-21 00:00:00,15.6,8,21,0.1,,,11.6,37,1015.7,396
2023-07-22 00:00:00,15.2,13,17,9.8,,,18.9,46.3,1009.7,4
2023-07-23 00:00:00,18.4,15.7,23,1.8,,,18.4,44.5,1003.7,280
2023-07-24 00:00:00,16.2,14,18,0.7,,,11.8,29.6,1006.1,192
2023-07-25 00:00:00,16.2,10,21,0.8,,,10.8,31.5,1011.9,594
2023-07-26 00:00:00,14.1,7,18,8.7,,,12.6,38.9,1011.6,130
2023-07-27 00:00:00,19.2,17,22,1.6,,,14.9,46.3,1004.3,105
2023-07-28 00:00:00,18,16,22,0.3,,,13.3,35.2,1006,140
2023-07-29 00:00:00,18,14,22,0.7,,,16.1,53.7,1007.5,425
2023-07-30 00:00:00,16.9,13.9,20,2.4,,,19.7,53.7,1011.8,51
2023-07-31 00:00:00,17.5,15,19,2.1,,,16.8,50,1006,115
2023-08-01 00:00:00,17.1,15,20,6.5,,,16.3,42.6,1002.5,228
2023-08-02 00:00:00,17,15,20,14.8,,,20.2,51.8,989.1,73
2023-08-03 00:00:00,16.9,14,21,3.2,,,14.9,31.5,1007,196
2023-08-04 00:00:00,15.5,13,18,0,,,13.2,29.6,1019,359
2023-08-05 00:00:00,15.4,13,19,3.4,,,22.8,61.1,1009.2,152
2023-08-06 00:00:00,16.1,11.8,20,0,,,15.8,33.3,1019.6,495
2023-08-07 00:00:00,15.7,10,21,0,,,10.3,37,1020.9,392
2023-08-08 00:00:00,16.7,13.5,20,1.4,,,13.3,42.6,1015.7,76
2023-08-09 00:00:00,18.4,15,24,0,,,8.5,24.1,1018,200
2023-08-10 00:00:00,18.8,15,24,0,,,11.6,33.3,1017.7,250
2023-08-11 00:00:00,19.7,15,25,0,,,16.2,35.2,1017,387
2023-08-12 00:00:00,17.8,15,21,1,,,19.2,46.3,1014.1,189
2023-08-13 00:00:00,17.3,14.6,20,1.9,,,15.8,35.2,1013.4,145
2023-08-14 00:00:00,18,14,23,6,,,19.1,40.8,1009.5,233
2023-08-15 00:00:00,16.3,8,22,1.5,,,7,29.6,1016.7,501
2023-08-16 00:00:00,17.2,9,24,0,,,6.6,18.5,1020.2,509
2023-08-17 00:00:00,17.7,11,22,3.1,,,18.8,38.9,1016.7,283
2023-08-18 00:00:00,18.7,18,19,13.7,,,26.1,42.6,1009.6,63
2023-08-19 00:00:00,19.1,16,23,0,,,20.8,42.6,1012.7,425
2023-08-20 00:00:00,18.4,14.3,24,0.2,,,13.5,31.5,1021.5,385
2023-08-21 00:00:00,17.4,12,22,0,,,12.9,31.5,1022.9,297
2023-08-22 00:00:00,19.5,15,26,0,,,10.4,33.3,1021,556
2023-08-23 00:00:00,17.3,11,23,0,,,7.4,20.4,1019.5,404
2023-08-24 00:00:00,16.9,13,22,2.7,,,9.4,27.8,1013.4,337
2023-08-25 00:00:00,13.5,7,20,4.5,,,7.8,37,1011,246
2023-08-26 00:00:00,14.1,10,19,0.8,,,10.1,35.2,1009.8,265
2023-08-27 00:00:00,15.3,12.9,18,0.8,,,12.2,35.2,1013,100
2023-08-28 00:00:00,15.8,12,20,0,,,11.9,24.1,1015.9,337
2023-08-29 00:00:00,15.1,11.7,18,0.8,,,9.1,37,1013.1,251
2023-08-30 00:00:00,15.1,11,20,0,,,9.1,33.3,1010.8,316
2023-08-31 00:00:00,15.6,12.7,20,24.5,,,8.8,27.8,1008.4,26
2023-09-01 00:00:00,17.2,14,21,1.2,,,8.1,22.2,1010.8,252
2023-09-02 00:00:00,17.1,11,23,0.9,,,7.3,24.1,1020.1,372
2023-09-03 00:00:00,19.1,12,26,0,,,5.9,25.9,1025.6,380
2023-09-04 00:00:00,20.5,14,28,0,,,13.2,37,1020.2,603
2023-09-05 00:00:00,19.6,14,25,0,,,10.5,35.2,1015.7,580
2023-09-06 00:00:00,20.6,14,29,0,,,6.3,25.9,1018.1,456
2023-09-07 00:00:00,20.5,16.3,26,2.7,,,6.5,25.9,1016.4,293
2023-09-08 00:00:00,20.3,15,27,0.3,,,5.7,22.2,1016.4,248
2023-09-09 00:00:00,21.5,15,29,0,,,5.1,24.1,1015.6,391
2023-09-10 00:00:00,20.2,18,25,16.4,,,7.7,24.1,1014.1,207
2023-09-11 00:00:00,19.2,16,23,2.5,,,8.5,29.6,1013.8,145
2023-09-12 00:00:00,18.5,15,24,0.3,,,9.4,35.2,1014.4,253
2023-09-13 00:00:00,16.1,11,21,0,,,8.9,22.2,1021.4,428
2023-09-14 00:00:00,15.1,8,21,0,,,8,24.1,1020.2,276
2023-09-15 00:00:00,15.5,9,22,0,,,8.5,31.5,1013.6,275
2023-09-16 00:00:00,15.7,11,19,5.4,,,8.7,29.6,1011.7,63
2023-09-17 00:00:00,16.7,14,19,20.5,,,11.3,38.9,1008,9
2023-09-18 00:00:00,15.8,13,19,0,,,18.5,55.5,1003.9,283
2023-09-19 00:00:00,16.9,13,20,1.2,,,24.1,61.1,1006.5,15
2023-09-20 00:00:00,15.8,11,17.7,17.3,,,23.6,59.3,997.2,9
2023-09-21 00:00:00,11.4,7,16,0.7,,,7,25.9,995.2,247
2023-09-22 00:00:00,11,6,16,0,,,10.6,46.3,1003.5,355
2023-09-23 00:00:00,12,4,17,0.7,,,11.7,31.5,1015.6,259
2023-09-24 00:00:00,17.1,15,19,12.4,,,25.4,51.8,1014.9,69
2023-09-25 00:00:00,16.3,11,21,0.1,,,12.4,33.3,1017.7,306
2023-09-26 00:00:00,16.6,13,21,0.4,,,13.5,38.9,1015.7,245
2023-09-27 00:00:00,16.1,12,19,1.5,,,21.4,51.8,1011.1,73
2023-09-28 00:00:00,15.5,12,17,10.2,,,18.1,44.5,1011.5,49
2023-09-29 00:00:00,15,11,20,0.7,,,11.2,38.9,1019.2,389
2023-09-30 00:00:00,13.8,8,18,0,,,15.9,37,1023.3,66
2023-10-01 00:00:00,18.3,16.3,22,0,,,12.8,27.8,1019.6,31
2023-10-02 00:00:00,16.4,14,17,4.1,,,9.1,27.8,1015.4,0
2023-10-03 00:00:00,14.5,11,18,0.7,,,15.7,51.8,1021,336
2023-10-04 00:00:00,14.1,11,19,0,,,13.4,38.9,1026.9,137
2023-10-05 00:00:00,14.6,12,20,0,,,11.5,33.3,1024.5,156
2023-10-06 00:00:00,15.6,9,22,0,,,9.7,35.2,1023.9,259
2023-10-07 00:00:00,15.8,10,24,0,,,5.7,27.8,1024.1,452
2023-10-08 00:00:00,15.3,7,24,0,,,6,18.5,1024.4,437
2023-10-09 00:00:00,14.5,8,23,0,,,5.1,20.4,1022.3,310
2023-10-10 00:00:00,14.7,12,20,0,,,5.4,31.5,1018.2,237
2023-10-11 00:00:00,16.5,14,19,4,,,11.4,33.3,1012.9,111
2023-10-12 00:00:00,17.1,15.8,19,14.3,,,10.3,31.5,1011.2,3
2023-10-13 00:00:00,16,9,19,26.3,,,21,46.3,1002.4,87
2023-10-14 00:00:00,10.5,6,15,0,,,12.3,38.9,1018.9,416
2023-10-15 00:00:00,6.9,1,12,0,,,6.6,22.2,1025.8,341
2023-10-16 00:00:00,9,5,13,0,,,17.3,42.6,1018.8,106
2023-10-17 00:00:00,12,9,15,0.5,,,24,51.8,1009.5,48
2023-10-18 00:00:00,13.9,13,15,21.1,,,24,51.8,990.5,1
2023-10-19 00:00:00,15.4,13,17,7.9,,,19.1,38.9,980.2,68
2023-10-20 00:00:00,14,10,18,1.1,,,8.1,31.5,977.2,128
2023-10-21 00:00:00,12,8,15,4.8,,,12.5,42.6,985.2,58
2023-10-22 00:00:00,10.6,4,17,0.2,,,10,25.9,1003.9,315
2023-10-23 00:00:00,13.3,9.7,16,5.3,,,18.4,42.6,1003.7,141
2023-10-24 00:00:00,10,6,14,4,,,6,25.9,999.7,171
2023-10-25 00:00:00,11.4,10,13,8.9,,,9.8,24.1,995.1,104
2023-10-26 00:00:00,11.9,9,17,1.7,,,10.1,29.6,990.2,244
2023-10-27 00:00:00,10.9,7,15,0,,,9.8,33.3,988.4,192
2023-10-28 00:00:00,11.3,10,13,5.8,,,13.4,40.8,984.9,97
2023-10-29 00:00:00,11.3,9,15,0.1,,,20,48.2,986.1,199
2023-10-30 00:00:00,12.2,9,16,1.4,,,13,33.3,993.4,234
2023-10-31 00:00:00,11.8,8,15,11.5,,,11.2,31.5,998.9,94
2023-11-01 00:00:00,12.4,10,15,20.4,,,24.2,59.3,986.6,204
2023-11-02 00:00:00,9.9,8,12,16.7,,,22.1,85.2,970.8,51
2023-11-03 00:00:00,9.5,7,13,0.2,,,14.4,46.3,983.4,262
2023-11-04 00:00:00,10.3,7,14,11.8,,,14.9,37,967.1,140
2023-11-05 00:00:00,10,8.4,13,0.5,,,20.4,51.8,983.8,241
2023-11-06 00:00:00,9.2,4,14,0,,,14.5,44.5,999.9,222
2023-11-07 00:00:00,9.3,6,14,0,,,14,42.6,1010,270
2023-11-08 00:00:00,10.3,7,14,7.1,,,15.2,42.6,1004.2,63
2023-11-09 00:00:00,8.8,7,12,0,,,18.9,61.1,997.2,122
2023-11-10 00:00:00,8.9,5,12,0,,,19.7,55.5,998.6,252
2023-11-11 00:00:00,7.9,4,11,1.1,,,8.8,37,1006.4,232
2023-11-12 00:00:00,10.6,8,14,11.2,,,14.2,38.9,1001.4,54
2023-11-13 00:00:00,13.3,11,15,6.1,,,24.2,66.7,1000,201
2023-11-14 00:00:00,11.7,10,13,4.3,,,18.4,51.8,1006.6,128
